temperature	accepted	best_energy
15.735327	54.000000	22.000000
15.577973	51.000000	22.000000
15.422194	52.000000	22.000000
15.267972	61.000000	22.000000
15.115293	51.000000	22.000000
14.964140	51.000000	22.000000
14.814499	47.000000	22.000000
14.666354	54.000000	22.000000
14.519691	60.000000	22.000000
14.374494	55.000000	22.000000
14.230749	56.000000	22.000000
14.088442	55.000000	22.000000
13.947557	49.000000	22.000000
13.808082	60.000000	22.000000
13.670001	56.000000	22.000000
13.533301	57.000000	22.000000
13.397968	54.000000	22.000000
13.263988	60.000000	22.000000
13.131349	57.000000	22.000000
13.000035	52.000000	22.000000
12.870035	54.000000	22.000000
12.741335	57.000000	22.000000
12.613921	49.000000	22.000000
12.487782	47.000000	22.000000
12.362904	46.000000	22.000000
12.239275	60.000000	22.000000
12.116882	51.000000	22.000000
11.995713	50.000000	22.000000
11.875756	51.000000	22.000000
11.756999	58.000000	22.000000
11.639429	52.000000	22.000000
11.523035	49.000000	22.000000
11.407804	58.000000	22.000000
11.293726	51.000000	22.000000
11.180789	53.000000	22.000000
11.068981	56.000000	22.000000
10.958291	63.000000	22.000000
10.848708	52.000000	22.000000
10.740221	51.000000	22.000000
10.632819	48.000000	22.000000
10.526491	57.000000	22.000000
10.421227	58.000000	22.000000
10.317015	44.000000	22.000000
10.213844	59.000000	22.000000
10.111706	55.000000	22.000000
10.010589	58.000000	22.000000
9.910482	52.000000	22.000000
9.811378	50.000000	22.000000
9.713264	46.000000	22.000000
9.616131	49.000000	22.000000
9.519970	49.000000	22.000000
9.424770	45.000000	22.000000
9.330523	51.000000	22.000000
9.237217	50.000000	22.000000
9.144845	46.000000	22.000000
9.053396	52.000000	22.000000
8.962862	54.000000	22.000000
8.873234	45.000000	20.000000
8.784501	51.000000	20.000000
8.696656	53.000000	20.000000
8.609690	56.000000	20.000000
8.523593	47.000000	20.000000
8.438357	50.000000	20.000000
8.353973	49.000000	20.000000
8.270433	45.000000	20.000000
8.187729	51.000000	20.000000
8.105851	53.000000	20.000000
8.024793	52.000000	18.000000
7.944545	57.000000	18.000000
7.865099	49.000000	18.000000
7.786448	49.000000	18.000000
7.708584	46.000000	18.000000
7.631498	46.000000	18.000000
7.555183	53.000000	18.000000
7.479631	45.000000	18.000000
7.404835	43.000000	18.000000
7.330786	52.000000	18.000000
7.257478	56.000000	18.000000
7.184904	46.000000	18.000000
7.113055	59.000000	18.000000
7.041924	52.000000	18.000000
6.971505	44.000000	18.000000
6.901790	52.000000	18.000000
6.832772	48.000000	18.000000
6.764444	46.000000	18.000000
6.696799	51.000000	18.000000
6.629831	48.000000	18.000000
6.563533	50.000000	18.000000
6.497898	42.000000	18.000000
6.432919	47.000000	18.000000
6.368589	52.000000	18.000000
6.304904	48.000000	18.000000
6.241855	49.000000	18.000000
6.179436	46.000000	18.000000
6.117642	55.000000	18.000000
6.056466	45.000000	18.000000
5.995901	45.000000	18.000000
5.935942	49.000000	18.000000
5.876583	53.000000	18.000000
5.817817	50.000000	18.000000
5.759639	40.000000	18.000000
5.702043	47.000000	18.000000
5.645022	34.000000	18.000000
5.588572	42.000000	18.000000
5.532686	48.000000	18.000000
5.477359	53.000000	18.000000
5.422585	49.000000	18.000000
5.368360	51.000000	18.000000
5.314676	53.000000	18.000000
5.261529	46.000000	18.000000
5.208914	47.000000	18.000000
5.156825	43.000000	18.000000
5.105257	42.000000	18.000000
5.054204	45.000000	18.000000
5.003662	46.000000	18.000000
4.953626	41.000000	18.000000
4.904089	46.000000	18.000000
4.855049	42.000000	18.000000
4.806498	47.000000	18.000000
4.758433	41.000000	18.000000
4.710848	51.000000	18.000000
4.663740	37.000000	18.000000
4.617102	45.000000	18.000000
4.570931	42.000000	18.000000
4.525222	53.000000	18.000000
4.479970	50.000000	18.000000
4.435170	42.000000	18.000000
4.390818	39.000000	18.000000
4.346910	43.000000	18.000000
4.303441	41.000000	18.000000
4.260406	53.000000	18.000000
4.217803	30.000000	18.000000
4.175624	41.000000	18.000000
4.133868	47.000000	18.000000
4.092529	48.000000	18.000000
4.051604	38.000000	18.000000
4.011088	43.000000	18.000000
3.970977	42.000000	18.000000
3.931267	38.000000	18.000000
3.891955	45.000000	18.000000
3.853035	45.000000	18.000000
3.814505	40.000000	14.000000
3.776360	45.000000	14.000000
3.738596	46.000000	14.000000
3.701210	42.000000	14.000000
3.664198	42.000000	14.000000
3.627556	40.000000	14.000000
3.591280	39.000000	14.000000
3.555368	45.000000	14.000000
3.519814	37.000000	14.000000
3.484616	47.000000	14.000000
3.449770	36.000000	14.000000
3.415272	32.000000	14.000000
3.381119	39.000000	14.000000
3.347308	39.000000	14.000000
3.313835	36.000000	14.000000
3.280697	45.000000	14.000000
3.247890	36.000000	14.000000
3.215411	50.000000	14.000000
3.183257	42.000000	14.000000
3.151425	42.000000	14.000000
3.119910	44.000000	14.000000
3.088711	39.000000	14.000000
3.057824	40.000000	14.000000
3.027246	37.000000	14.000000
2.996974	43.000000	14.000000
2.967004	35.000000	14.000000
2.937334	40.000000	14.000000
2.907960	48.000000	14.000000
2.878881	31.000000	14.000000
2.850092	42.000000	14.000000
2.821591	38.000000	14.000000
2.793375	42.000000	14.000000
2.765441	33.000000	14.000000
2.737787	32.000000	12.000000
2.710409	36.000000	12.000000
2.683305	42.000000	12.000000
2.656472	34.000000	12.000000
2.629907	44.000000	12.000000
2.603608	41.000000	12.000000
2.577572	38.000000	12.000000
2.551796	34.000000	12.000000
2.526278	38.000000	12.000000
2.501016	21.000000	12.000000
2.476006	31.000000	12.000000
2.451246	39.000000	12.000000
2.426733	39.000000	12.000000
2.402466	34.000000	12.000000
2.378441	36.000000	12.000000
2.354656	22.000000	12.000000
2.331110	23.000000	12.000000
2.307799	29.000000	12.000000
2.284721	27.000000	12.000000
2.261874	39.000000	12.000000
2.239255	33.000000	12.000000
2.216862	32.000000	12.000000
2.194694	35.000000	12.000000
2.172747	25.000000	12.000000
2.151019	28.000000	12.000000
2.129509	38.000000	12.000000
2.108214	35.000000	12.000000
2.087132	36.000000	12.000000
2.066261	32.000000	12.000000
2.045598	33.000000	12.000000
2.025142	21.000000	12.000000
2.004890	23.000000	12.000000
1.984842	28.000000	10.000000
1.964993	26.000000	10.000000
1.945343	37.000000	10.000000
1.925890	37.000000	10.000000
1.906631	27.000000	10.000000
1.887565	30.000000	10.000000
1.868689	35.000000	10.000000
1.850002	26.000000	10.000000
1.831502	29.000000	10.000000
1.813187	15.000000	10.000000
1.795055	34.000000	10.000000
1.777105	29.000000	10.000000
1.759334	32.000000	10.000000
1.741740	33.000000	10.000000
1.724323	36.000000	10.000000
1.707080	29.000000	10.000000
1.690009	23.000000	10.000000
1.673109	27.000000	10.000000
1.656378	27.000000	10.000000
1.639814	27.000000	10.000000
1.623416	26.000000	10.000000
1.607181	27.000000	10.000000
1.591110	28.000000	10.000000
1.575199	23.000000	10.000000
1.559447	26.000000	10.000000
1.543852	29.000000	10.000000
1.528414	17.000000	10.000000
1.513129	29.000000	10.000000
1.497998	23.000000	10.000000
1.483018	22.000000	10.000000
1.468188	21.000000	10.000000
1.453506	26.000000	10.000000
1.438971	23.000000	10.000000
1.424581	26.000000	10.000000
1.410335	29.000000	10.000000
1.396232	23.000000	10.000000
1.382270	20.000000	10.000000
1.368447	19.000000	10.000000
1.354762	26.000000	10.000000
1.341215	18.000000	10.000000
1.327803	24.000000	10.000000
1.314525	30.000000	10.000000
1.301379	24.000000	10.000000
1.288366	18.000000	10.000000
1.275482	34.000000	10.000000
1.262727	15.000000	10.000000
1.250100	11.000000	10.000000
1.237599	23.000000	10.000000
1.225223	17.000000	10.000000
1.212971	20.000000	10.000000
1.200841	22.000000	10.000000
1.188833	20.000000	10.000000
1.176944	22.000000	10.000000
1.165175	24.000000	8.000000
1.153523	26.000000	8.000000
1.141988	29.000000	8.000000
1.130568	23.000000	8.000000
1.119262	25.000000	8.000000
1.108070	12.000000	8.000000
1.096989	14.000000	8.000000
1.086019	16.000000	8.000000
1.075159	28.000000	8.000000
1.064407	17.000000	8.000000
1.053763	20.000000	8.000000
1.043225	15.000000	8.000000
1.032793	18.000000	8.000000
1.022465	12.000000	8.000000
1.012241	17.000000	8.000000
1.002118	12.000000	8.000000
0.992097	13.000000	8.000000
0.982176	20.000000	8.000000
0.972354	12.000000	8.000000
0.962631	10.000000	8.000000
0.953004	8.000000	8.000000
0.943474	10.000000	8.000000
0.934039	9.000000	6.000000
0.924699	13.000000	6.000000
0.915452	8.000000	6.000000
0.906298	15.000000	6.000000
0.897235	4.000000	6.000000
0.888262	4.000000	6.000000
0.879380	9.000000	6.000000
0.870586	13.000000	6.000000
0.861880	10.000000	6.000000
0.853261	11.000000	6.000000
0.844729	7.000000	6.000000
0.836281	11.000000	6.000000
0.827918	12.000000	6.000000
0.819639	12.000000	6.000000
0.811443	7.000000	6.000000
0.803328	2.000000	6.000000
0.795295	3.000000	6.000000
0.787342	5.000000	6.000000
0.779469	9.000000	6.000000
0.771674	21.000000	6.000000
0.763957	19.000000	6.000000
0.756318	8.000000	4.000000
0.748755	3.000000	4.000000
0.741267	10.000000	4.000000
0.733854	11.000000	4.000000
0.726516	10.000000	4.000000
0.719251	4.000000	4.000000
0.712058	7.000000	4.000000
0.704938	5.000000	4.000000
0.697888	9.000000	4.000000
0.690909	4.000000	4.000000
0.684000	12.000000	4.000000
0.677160	20.000000	4.000000
0.670389	5.000000	4.000000
0.663685	7.000000	4.000000
0.657048	6.000000	4.000000
0.650477	10.000000	4.000000
0.643973	11.000000	4.000000
0.637533	11.000000	4.000000
0.631158	4.000000	4.000000
0.624846	7.000000	4.000000
0.618598	8.000000	4.000000
0.612412	6.000000	4.000000
0.606287	10.000000	4.000000
0.600225	10.000000	4.000000
0.594222	7.000000	4.000000
0.588280	4.000000	4.000000
0.582397	5.000000	4.000000
0.576573	5.000000	4.000000
0.570808	4.000000	4.000000
0.565100	5.000000	4.000000
0.559449	9.000000	4.000000
0.553854	5.000000	4.000000
0.548316	6.000000	4.000000
0.542832	2.000000	2.000000
0.537404	4.000000	2.000000
0.532030	6.000000	2.000000
0.526710	4.000000	2.000000
0.521443	5.000000	0.000000
